c_ClaveUnidad,Nombre,Descripción,Nota,Fecha de inicio de vigencia,Fecha de fin de vigencia,Símbolo,entry_status,create_date,create_by,update_date,update_by
A58,Erg por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / cm,,,,,
A59,La cobertura de nubes 8-parte,"Unidad de recuento para definir el número de octavos de partes como una medida de la cobertura de nubes de la ccúpula celeste. 

'Sinónimo: OKTA, OCTA",,01/01/2022,,,,,,,
A6,Amperio por metro cuadrado Kelvin cuadrado,,,01/01/2022,,A/(m²·K²),,,,,
A60,Erg por centímetro cúbico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / cm³,,,,,
A61,Erg por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / g,,,,,
A62,Erg por segundo gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / g · s,,,,,
A63,Erg por segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Ergs,,,,,
A64,Erg por segundo centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / (s · cm²),,,,,
A65,Erg por centímetro cuadrado segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg / (cm² · s),,,,,
A66,Erg centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg · cm²,,,,,
A67,Erg centímetro cuadrado por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Erg · cm² / g,,,,,
A68,Exajoule,,,01/01/2022,,EJ,,,,,
A69,Faradio por metro,,,01/01/2022,,F/m,,,,,
A7,Amperio por milímetro cuadrado,,,01/01/2022,,A/mm²,,,,,
A70,Femtojoule,,,01/01/2022,,fJ,,,,,
A71,Femtómetro,Es la unidad de longitud que equivale a una milbillónesima parte del metro.,,01/01/2022,,fm,,,,,
A73,Pie por segundo al cuadrado,,,01/01/2022,,ft/s²,,,,,
A74,Pie libra-fuerza por segundo,,,01/01/2022,,ft·lbf/s,,,,,
A75,Tonelada de carga,"Unidad de información que normalmente se utiliza para la facturación, que se define como sea el número de toneladas métricas o el número de metros cúbicos, lo que sea mayor.",,01/01/2022,,,,,,,
A76,Galón,"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).",,01/01/2022,,Gal,,,,,
A77,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de desplazamiento,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A78,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de corriente eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A79,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de carga eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A8,Amperio segundo,,,01/01/2022,,A·s,,,,,
A80,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza del campo eléctrico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A81,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de polarización eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A82,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de potencial eléctrico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A83,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de magnetización,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
A84,GigaCulombio por metro cúbico,,,01/01/2022,,GC/m³,,,,,
A85,Gigaelectrónvoltio,,,01/01/2022,,GeV,,,,,
A86,Gigahertz,"Es un múltiplo de la unidad de medida de frecuencia hercio (Hz) y equivale a 109 (1 000 000 000) Hz. Por lo tanto, tiene un período de oscilación de 1 nanosegundo. Las ondas de radio con frecuencias cercanas al gigahercio se denominan microondas.",,01/01/2022,,GHz,,,,,
A87,GigaOhm,,,01/01/2022,,G?,,,,,
A88,GigaOhm metro,,,01/01/2022,,G?·m,,,,,
A89,Gigapascal,,,01/01/2022,,GPa,,,,,
A9,Tarifa,Unidad de cantidad expresada como una tasa para el uso de una instalación o servicio.,,01/01/2022,,,,,,,
A90,Gigawatt,,,01/01/2022,,GW,,,,,
A91,Grado centesimal,"Sinónimo: grado
El grado centesimal o gon —también llamado gradián (plural: gradianes) y gonio — es una unidad de medida de ángulos planos, alternativa al grado sexagesimal y al radián.",Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,gon,,,,,
A93,Gramo por metro cúbico,,,01/01/2022,,g/m³,,,,,
A94,Gramo por Mol,,,01/01/2022,,g/mol,,,,,
A95,Gray,Es una unidad derivada del Sistema Internacional de Unidades que mide la dosis absorbida de radiaciones ionizantes por un determinado material. Un Gray es equivalente a la absorción de un julio de energía ionizante por un kilogramo de material irradiado.,,01/01/2022,,Gy,,,,,
A96,Gray por segundo,,,01/01/2022,,Gy/s,,,,,
A97,Hectopascal,,,01/01/2022,,hPa,,,,,
A98,Henry por metro,,,01/01/2022,,H/m,,,,,
A99,Bit,Unidad de información igual a un dígito binario.,,01/01/2022,,bit,,,,,
AA,Balón,Unidad de recuento para definir el número de bolas (Balón: objeto formado en la forma de esfera).,,01/01/2022,,,,,,,
AB,Paquete a granel,Unidad de recuento para definir el número de artículos por paquete a granel.,,01/01/2022,,pk,,,,,
ACR,Acre,"Es una medida de superficie, usada en agricultura en varios países.",,01/01/2022,,acre,,,,,
ACT,Actividad,Unidad de recuento para definir el número de actividades (actividad: una unidad de trabajo o acción).,,01/01/2022,,,,,,,
AD,Byte,Unidad de información igual a 8 bits.,,01/01/2022,,byte,,,,,
AE,Amperio por metro,(a veces llamado amperio vuelta por metro) es la unidad SI de la corriente de campo magnético.,,01/01/2022,,A/m,,,,,
AH,Minuto adicional,"Unidad de tiempo que define el número de minutos, además de los minutos referenciados.",,01/01/2022,,,,,,,
AI,Minuto y medio por llamada,Unidad de recuento para definir el número de minutos para el intervalo medio de una llamada.,,01/01/2022,,,,,,,
AJ,policía,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
AK,Braza,"Una braza es una unidad de longitud náutica, usada generalmente para medir la profundidad del agua. Se llama braza porque equivale a la longitud de un par de brazos extendidos, aproximadamente dos metros, ó 6 pies en el sistema de medición estadounidense. Actualmente es considerada arcaica e imprecisa.",,01/01/2022,,fth,,,,,
AL,Línea de acceso,Unidad de recuento para definir el número de líneas de acceso telefónico.,,01/01/2022,,,,,,,
AMH,Amperio hora,Unidad de carga electrica definida por la cantidad de carga acumulada por un flujo constante de un amperio por 1 hora. ,,01/01/2022,,A·h,,,,,
AMP,Amperio,"Es la intensidad de una corriente constante que manteniéndose en dos conductores paralelos, rectilíneos, de longitud infinita, de sección circular despreciable y situados a una distancia de un metro uno de otro en el vacío, produciría una fuerza igual a 2·10-7 newton por metro de longitud. ",,01/01/2022,,A,,,,,
ANN,Año,Unidad de tiempo equivalente a 365.25 días. ,,01/01/2022,,y,,,,,
AP,Libra de aluminio solamente,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
APZ,Onza troy u onza farmacéutica ,,,01/01/2022,,tr oz,,,,,
AQ,Unidad del factor anti-hemofílico.,Unidad de medida para la potencia de la sangre (US).,,01/01/2022,,,,,,,
AR,supositorio,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
ARE,Are,Sinónimo: decametro cuadrado,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,un,,,,,
AS,Variedad,Unidad de recuento para definir el número de surtidos (variedad: conjunto de elementos agrupados en una colección mixta).,,01/01/2022,,,,,,,
ASM,Grado alcohólico en masa,Unidad de masa que define el grado alcohólico de un líquido.,,01/01/2022,,,,,,,
ASU,Grado alcohólico volumétrico,"Unidad de volumen que define el grado alcohólico de un líquido (por ejemplo, alcohol, vino, cerveza, etc.), a menudo a una temperatura específica.",,01/01/2022,,,,,,,
ATM,Atmósfera estándar,"Es un modelo de la atmósfera terrestre que permite obtener los valores de presión, temperatura, densidad y viscosidad del aire en función de la altitud. Su función es proporcionar un marco de referencia invariante para la navegación aérea y para la realización de cálculos aerodinámicos consistentes.",,01/01/2022,,atm,,,,,
ATT,Atmósfera técnica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,a,,,,,
AW,Relleno de polvo en viales,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
AWG,Calibre de alambre americano,"También conocido como el calibre del cable Brown & Sharpe , es un estandarizado calibre del cable sistema utilizado desde 1857 predominantemente en Norteamérica para los diámetros de vuelta, no ferroso,, sólido eléctricamente conductor de alambre.",,01/01/2022,,AWG,,,,,
AY,Montaje,Una unidad de recuento de definir el número de conjuntos (montaje: artículos que consisten de partes componentes).,,01/01/2022,,,,,,,
AZ,Unidad térmica británica (tabla internacional) por libra,,,01/01/2022,,BtuIT/lb,,,,,
B0,Btu por pie cúbico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,BTU / ft³,,,,,
B1,Barril (EUA) por día,,,01/01/2022,,barrel (US)/d,,,,,
B10,Bits por segundo,Unidad de información igual a un dígito binario por segundo.,,01/01/2022,,bit/s,,,,,
B11,Joule por kilogramo kelvin,"Es la capacidad térmica másica de un cuerpo homogéneo de una masa de 1 kilogramo, en el que el aporte de una cantidad de calor de un joule, produce una elevación de temperatura termodinámica de 1 kelvin. ",,01/01/2022,,J/(kg·K),,,,,
B12,Joule por metro,,,01/01/2022,,J/m,,,,,
B13,Joule por metro cuadrado,Sinónimo: joule por metro cuadrado,,01/01/2022,,J/m²,,,,,
B14,Joule por metro a la cuarta potencia,,,01/01/2022,,J/m?,,,,,
B15,Juole por Mol,,,01/01/2022,,J/mol,,,,,
B16,Juoule por Mol kelvin,,,01/01/2022,,J/(mol·K),,,,,
B17,Crédito,Unidad de recuento de definir el número de entradas realizadas en el haber de una cuenta.,,01/01/2022,,,,,,,
B18,Segundos joule,,,01/01/2022,,J·s,,,,,
B19,Dígito,Unidad de información que define la cantidad de números utiliza para formar un número.,,01/01/2022,,,,,,,
B2,litera,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
B20,Joule metro cuadrado por kilogramo,,,01/01/2022,,J·m²/kg,,,,,
B21,Kelvin por watt,,,01/01/2022,,K/W,,,,,
B22,Kiloamperio,,,01/01/2022,,kA,,,,,
B23,Kiloamperio por metro cuadrado,,,01/01/2022,,kA/m²,,,,,
B24,Kiloamperio por metro,,,01/01/2022,,kA/m,,,,,
B25,Kilobecquerel por metro cúbico,,,01/01/2022,,kBq/kg,,,,,
B26,KiloCulombio,,,01/01/2022,,kC,,,,,
B27,KiloCulombio por metro cúbico,,,01/01/2022,,kC/m³,,,,,
B28,KiloCulombio por metro cuadrado,,,01/01/2022,,kC/m²,,,,,
B29,Kiloelectrónvoltio,,,01/01/2022,,keV,,,,,
B3,Libra de bateo,Unidad de masa que define el número de libras de fibra acolchada.,,01/01/2022,,,,,,,
B30,Gibibit,Unidad de información igual a 2³? los bits (dígitos binarios).,,01/01/2022,,Gibit,,,,,
B31,Kilogramo metro por segundo,,,01/01/2022,,kg·m/s,,,,,
B32,Kilogramo metro cuadrado,,,01/01/2022,,kg·m²,,,,,
B33,Kilogramo metro cuadrado por segundo,,,01/01/2022,,kg·m²/s,,,,,
B34,Kilogramo por decímetro cúbico,,,01/01/2022,,kg/dm³,,,,,
B35,Kilogramo por litro,,,01/01/2022,,kg/l or kg/L,,,,,
B36,Calorías (termoquímicas) por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,cal th / g,,,,,
B37,Kilogramo de fuerza,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Kgf,,,,,
B38,Kilogramo-metro de la fuerza,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Kgf · m,,,,,
B39,Kilogramo-fuerza del metro por segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Kgf · m / s,,,,,
B4,"Barril, unidad imperial",Unidad de volumen utilizado para medir cerveza. Un barril de cerveza es igual a 36 galones imperiales.,,01/01/2022,,,,,,,
B40,Kilogramo de fuerza por metro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Kgf / m²,,,,,
B41,Kilojoule por kelvin,,,01/01/2022,,kJ/K,,,,,
B42,Kilojoule por kilogramo,,,01/01/2022,,kJ/kg,,,,,
B43,Kilojoule por kilogramo kelvin,,,01/01/2022,,kJ/(kg·K),,,,,
B44,Kilojoule por Mol ,,,01/01/2022,,kJ/mol,,,,,
